state,county,url
WI,Albany,https://library.municode.com/wi/albany
WI,Algoma,https://library.municode.com/wi/algoma
WI,Antigo,https://library.municode.com/wi/antigo
WI,Ashland,https://library.municode.com/wi/ashland
WI,Auburndale,https://library.municode.com/wi/auburndale
WI,Avoca,https://library.municode.com/wi/avoca
WI,Barron,https://library.municode.com/wi/barron
WI,Beaver Dam,https://library.municode.com/wi/beaver_dam
WI,Beloit,https://library.municode.com/wi/beloit
WI,Berlin,https://library.municode.com/wi/berlin
WI,Birchwood,https://library.municode.com/wi/birchwood
WI,Bonduel,https://library.municode.com/wi/bonduel
WI,Brillion,https://library.municode.com/wi/brillion
WI,Brooklyn,https://library.municode.com/wi/brooklyn
WI,Brown Deer,https://library.municode.com/wi/brown_deer
WI,Burnett County,https://library.municode.com/wi/burnett_county
WI,Butler,https://library.municode.com/wi/butler
WI,Cambridge,https://library.municode.com/wi/cambridge
WI,Cameron,https://library.municode.com/wi/cameron
WI,"Campbell, La Crosse Co",https://library.municode.com/wi/campbell%2C_la_crosse_co
WI,Cashton,https://library.municode.com/wi/cashton
WI,Cedarburg,https://library.municode.com/wi/cedarburg
WI,Chetek,https://library.municode.com/wi/chetek
WI,Chilton,https://library.municode.com/wi/chilton
WI,Chippewa Falls,https://library.municode.com/wi/chippewa_falls
WI,Cleveland,https://library.municode.com/wi/cleveland
WI,Clinton,https://library.municode.com/wi/clinton
WI,Columbus,https://library.municode.com/wi/columbus
WI,Crawford County,https://library.municode.com/wi/crawford_county
WI,Cuba City,https://library.municode.com/wi/cuba_city
WI,Cudahy,https://library.municode.com/wi/cudahy
WI,Cumberland,https://library.municode.com/wi/cumberland
WI,Dayton,https://library.municode.com/wi/dayton
WI,De Pere,https://library.municode.com/wi/de_pere
WI,Deerfield,https://library.municode.com/wi/deerfield
WI,Delafield,https://library.municode.com/wi/delafield
WI,Dodge County,https://library.municode.com/wi/dodge_county
WI,Durand,https://library.municode.com/wi/durand
WI,Eagle,https://library.municode.com/wi/eagle
WI,Eagle River,https://library.municode.com/wi/eagle_river
WI,Elkhorn,https://library.municode.com/wi/elkhorn
WI,Fitchburg,https://library.municode.com/wi/fitchburg
WI,Fond du Lac County,https://library.municode.com/wi/fond_du_lac_county
WI,Fontana-on-Geneva Lake,https://library.municode.com/wi/fontana-on-geneva_lake
WI,Fort Atkinson,https://library.municode.com/wi/fort_atkinson
WI,Germantown,https://library.municode.com/wi/germantown
WI,Glendale,https://library.municode.com/wi/glendale
WI,Green Bay,https://library.municode.com/wi/green_bay
WI,Greenfield,https://library.municode.com/wi/greenfield
WI,Greenwood,https://library.municode.com/wi/greenwood
WI,Hammond,https://library.municode.com/wi/hammond
WI,"Harrison, Calumet Co",https://library.municode.com/wi/harrison%2C_calumet_co
WI,Hartland,https://library.municode.com/wi/hartland
WI,Hortonville,https://library.municode.com/wi/hortonville
WI,Howard,https://library.municode.com/wi/howard
WI,Ixonia,https://library.municode.com/wi/ixonia
WI,Jackson,https://library.municode.com/wi/jackson
WI,Janesville,https://library.municode.com/wi/janesville
WI,Jefferson County,https://library.municode.com/wi/jefferson_county
WI,Juneau,https://library.municode.com/wi/juneau
WI,Juneau County,https://library.municode.com/wi/juneau_county
WI,Kaukauna,https://library.municode.com/wi/kaukauna
WI,Kenosha,https://library.municode.com/wi/kenosha
WI,Kewaskum,https://library.municode.com/wi/kewaskum
WI,Kewaunee,https://library.municode.com/wi/kewaunee
WI,Kiel,https://library.municode.com/wi/kiel
WI,Kohler,https://library.municode.com/wi/kohler
WI,"Kronenwetter, Marathon Co",https://library.municode.com/wi/kronenwetter%2C_marathon_co
WI,La Crosse,https://library.municode.com/wi/la_crosse
WI,Lake Delton,https://library.municode.com/wi/lake_delton
WI,Lannon,https://library.municode.com/wi/lannon
WI,Lincoln County,https://library.municode.com/wi/lincoln_county
WI,Little Chute,https://library.municode.com/wi/little_chute
WI,Lomira,https://library.municode.com/wi/lomira
WI,Madison,https://library.municode.com/wi/madison
WI,Marathon County,https://library.municode.com/wi/marathon_county
WI,Marshall,https://library.municode.com/wi/marshall
WI,Marshfield,https://library.municode.com/wi/marshfield
WI,Mauston,https://library.municode.com/wi/mauston
WI,McFarland,https://library.municode.com/wi/mcfarland
WI,Menomonee Falls,https://library.municode.com/wi/menomonee_falls
WI,Mequon,https://library.municode.com/wi/mequon
WI,Merrill,https://library.municode.com/wi/merrill
WI,"Merton, Waukesha Co",https://library.municode.com/wi/merton%2C_waukesha_co
WI,Middleton,https://library.municode.com/wi/middleton
WI,Milton,https://library.municode.com/wi/milton
WI,Milwaukee County,https://library.municode.com/wi/milwaukee_county
WI,"Minocqua, Oneida Co",https://library.municode.com/wi/minocqua%2C_oneida_co
WI,Minong,https://library.municode.com/wi/minong
WI,Monroe County,https://library.municode.com/wi/monroe_county
WI,Mosinee,https://library.municode.com/wi/mosinee
WI,"Mukwonago, Waukesha Co",https://library.municode.com/wi/mukwonago%2C_waukesha_co
WI,Nashotah,https://library.municode.com/wi/nashotah
WI,Neenah,https://library.municode.com/wi/neenah
WI,New Berlin,https://library.municode.com/wi/new_berlin
WI,New Richmond,https://library.municode.com/wi/new_richmond
WI,North Hudson,https://library.municode.com/wi/north_hudson
WI,Oakdale,https://library.municode.com/wi/oakdale
WI,Oconomowoc,https://library.municode.com/wi/oconomowoc
WI,Oconto,https://library.municode.com/wi/oconto
WI,Omro,https://library.municode.com/wi/omro
WI,Outagamie County,https://library.municode.com/wi/outagamie_county
WI,Oxford,https://library.municode.com/wi/oxford
WI,Palmyra,https://library.municode.com/wi/palmyra
WI,Pardeeville,https://library.municode.com/wi/pardeeville
WI,Peshtigo (Marinette County),https://library.municode.com/wi/peshtigo_(marinette_county)
WI,Peshtigo City,https://library.municode.com/wi/peshtigo_city
WI,Pewaukee,https://library.municode.com/wi/pewaukee
WI,Pittsville,https://library.municode.com/wi/pittsville
WI,Plymouth,https://library.municode.com/wi/plymouth
WI,Polk County,https://library.municode.com/wi/polk_county
WI,Portage,https://library.municode.com/wi/portage
WI,Portage County,https://library.municode.com/wi/portage_county
WI,Racine,https://library.municode.com/wi/racine
WI,Racine County,https://library.municode.com/wi/racine_county
WI,Random Lake,https://library.municode.com/wi/random_lake
WI,Raymond,https://library.municode.com/wi/raymond
WI,Rhinelander,https://library.municode.com/wi/rhinelander
WI,Rib Mountain,https://library.municode.com/wi/rib_mountain
WI,Richland County,https://library.municode.com/wi/richland_county
WI,Ridgeway,https://library.municode.com/wi/ridgeway
WI,Ripon,https://library.municode.com/wi/ripon
WI,River Falls,https://library.municode.com/wi/river_falls
WI,Roberts,https://library.municode.com/wi/roberts
WI,Rockland (Brown Co.),https://library.municode.com/wi/rockland_(brown_co.)
WI,Rusk County,https://library.municode.com/wi/rusk_county
WI,Saint Nazianz,https://library.municode.com/wi/saint_nazianz
WI,Sauk County,https://library.municode.com/wi/sauk_county
WI,Sawyer County,https://library.municode.com/wi/sawyer_county
WI,Schofield,https://library.municode.com/wi/schofield
WI,"Seymour, Outagamie Co",https://library.municode.com/wi/seymour%2C_outagamie_co
WI,Sharon,https://library.municode.com/wi/sharon
WI,Sheboygan,https://library.municode.com/wi/sheboygan
WI,Shullsburg,https://library.municode.com/wi/shullsburg
WI,Somerset,https://library.municode.com/wi/somerset
WI,"Somerset, Town of",https://library.municode.com/wi/somerset%2C_town_of
WI,Sparta,https://library.municode.com/wi/sparta
WI,Spooner,https://library.municode.com/wi/spooner
