state,county,url
NM,Alamogordo,https://library.municode.com/nm/alamogordo
NM,Bayard,https://library.municode.com/nm/bayard
NM,Belen,https://library.municode.com/nm/belen
NM,Bernalillo County,https://library.municode.com/nm/bernalillo_county
NM,Bloomfield,https://library.municode.com/nm/bloomfield
NM,Capitan,https://library.municode.com/nm/capitan
NM,Carlsbad,https://library.municode.com/nm/carlsbad
NM,Clovis,https://library.municode.com/nm/clovis
NM,Corrales,https://library.municode.com/nm/corrales
NM,Eunice,https://library.municode.com/nm/eunice
NM,Farmington,https://library.municode.com/nm/farmington
NM,Hobbs,https://library.municode.com/nm/hobbs
NM,Hurley,https://library.municode.com/nm/hurley
NM,Jal,https://library.municode.com/nm/jal
NM,Las Cruces,https://library.municode.com/nm/las_cruces
NM,Los Alamos County,https://library.municode.com/nm/los_alamos_county
NM,Los Lunas,https://library.municode.com/nm/los_lunas
NM,Portales,https://library.municode.com/nm/portales
NM,Pueblo of Laguna,https://library.municode.com/nm/pueblo_of_laguna
NM,Roswell,https://library.municode.com/nm/roswell
NM,Ruidoso,https://library.municode.com/nm/ruidoso
NM,Sandoval County,https://library.municode.com/nm/sandoval_county
NM,Santa Fe,https://library.municode.com/nm/santa_fe
NM,Silver City,https://library.municode.com/nm/silver_city
NM,Taos Pueblo,https://library.municode.com/nm/taos_pueblo
NM,Tijeras,https://library.municode.com/nm/tijeras
NM,Truth or Consequences,https://library.municode.com/nm/truth_or_consequences
NM,Tucumcari,https://library.municode.com/nm/tucumcari
